Advisor ID,Client Name,Client ID,CreditScore,Gender,Age,Advisor_Age,Retired,Children(Y/N),Tenure,Recency,Frequency,Monetory, Small systematic Risk,Annual Return,Excess Return,Systematic Risk,NumberOfClients,PortfolioSize,Financial_lit,rating_trust,other_advisors,rating_knowledge,rating_comm,rating_avail,InvestmentGoal_Education,InvestmentGoal_Retirement,InvestmentGoal_Short-term,ModeCommunication_email,ModeCommunication_personal,ModeCommunication_phone,ModeCommunication_skype, Large B/P , Large ROE , Large S/P , Large Return Rate in the last quarter , Large Market Value , Small systematic Risk,REI
49,UJH,7816,774,1,42,49,0,1,2,4,2,5,0,0.096,0.001,1.04,15,162865.52,3,4,1,2,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.007
86,GJGK,7817,677,1,58,56,0,1,9,2,4,2,1,0.07,-0.005,1.1,11,168650.4,5,4,0,1,2,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0.017
118,HJKHK,7818,542,1,25,43,0,1,8,2,2,5,0,0.195,0.026,0.97,20,54372.37,4,4,1,1,1,2,0,0,1,0,0,0,1,0.5,0.5,0,0,0,0,0.017
103,DXC,7819,613,1,29,42,0,1,0,4,2,2,0,0.164,0.016,1.32,21,133897.32,5,3,1,3,1,5,0,0,1,0,0,0,1,0.5,0,0.5,0,0,0,0.021
35,BN,7820,666,1,40,38,0,1,5,5,5,5,0,0.185,0.022,1.06,23,147878.05,2,4,1,2,5,2,0,1,0,0,0,1,0,0,0.5,0.5,0,0,0,0.001
28,ABC,7821,777,0,28,45,0,1,2,2,3,5,0,0.15,0.015,1.05,21,118313.38,2,4,0,2,1,4,1,0,0,0,0,1,0,0.5,0,0,0.5,0,0,0.002
15,DEF,7822,581,1,50,49,0,0,2,3,2,4,0,0.159,0.015,1.17,21,181224.24,3,2,0,1,2,3,1,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0.99
71,GHI,7823,705,1,32,53,0,0,7,3,2,2,0,0.17,0.018,1.16,11,7921.57,5,4,1,1,5,5,0,1,0,1,0,0,0,0,0,0.5,0.5,0,0,0.016
50,JKL,7824,673,0,44,39,0,0,8,2,4,4,0,0.14,0.011,1.09,21,5708.19,4,5,0,1,4,2,1,0,0,1,0,0,0,0.5,0,0,0,0.5,0,0.005
82,PQR,7825,594,0,23,49,0,0,4,1,2,1,0,0.123,0.008,1.01,16,56756.52,3,1,0,2,1,4,1,0,0,0,0,1,0,0,0.5,0,0,0.5,0,0.997
48,TSY,7826,648,0,51,39,0,1,2,1,2,2,0,0.145,0.013,1.07,9,4121.04,3,1,0,1,2,4,0,0,1,0,0,0,1,0,0,0.5,0,0.5,0,0.994
4,UJH,7827,605,1,41,58,0,1,10,3,5,2,0,0.09,-0.001,1.15,12,97213.09,2,4,1,2,2,3,1,0,0,0,0,1,0,0,0,0,0.5,0.5,0,0
78,GJGK,7828,734,0,40,47,0,0,9,5,2,4,0.5,0.118,0.009,0.97,23,12799.23,4,3,0,1,2,1,0,0,1,0,0,0,1,0.5,0,0,0,0,0.5,0.043
58,HJKHK,7829,572,0,36,60,0,1,8,3,3,1,0.5,0.154,0.017,0.99,6,50400.32,5,4,1,3,3,5,0,1,0,0,1,0,0,0,0.5,0,0,0,0.5,0.005
140,DXC,7830,595,0,33,45,0,0,9,3,4,1,0.5,0.138,0.013,1.04,9,41447.86,5,5,1,1,3,1,0,1,0,0,0,0,1,0,0,0.5,0,0,0.5,0.001
50,BN,7831,749,1,42,58,0,1,2,2,4,2,0.5,0.101,0.003,1.12,25,185543.35,5,4,1,3,5,3,0,0,1,1,0,0,0,0,0,0,0.5,0,0.5,0.007
78,ABC,7832,573,1,46,53,0,0,3,3,1,1,0.5,0.093,0.001,1.01,18,189988.65,4,3,1,3,5,3,0,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.966
42,DEF,7833,624,1,33,43,0,1,6,3,4,1,0,0.192,0.024,1.08,6,170819.01,3,3,1,2,1,1,1,0,0,1,0,0,0,0.333,0.333,0.333,0,0,0,0.018
118,GHI,7834,703,1,56,54,0,1,9,2,2,4,0,0.183,0.023,0.98,17,85547.33,3,3,1,1,5,3,0,1,0,0,1,0,0,0.333,0.333,0,0.333,0,0,0.812
76,JKL,7835,665,0,41,40,0,0,8,2,3,3,0,0.164,0.017,1.14,5,137037.97,4,3,0,2,5,5,0,1,0,0,0,0,1,0.333,0,0.333,0.333,0,0,0.02
41,PQR,7836,648,1,42,39,0,1,4,5,3,5,0,0.184,0.022,1.07,8,19283.14,2,4,0,1,4,1,0,1,0,1,0,0,0,0,0.333,0.333,0.333,0,0,0.001
145,TSY,7837,850,1,48,41,0,0,2,2,2,3,0,0.147,0.015,0.95,15,169425.3,4,1,1,2,5,2,1,0,0,1,0,0,0,0.333,0.333,0,0,0.333,0,0.985
109,UJH,7838,569,0,32,49,0,0,8,3,3,2,0,0.168,0.017,1.17,12,132038.65,3,4,1,3,2,3,0,1,0,0,0,1,0,0.333,0,0.333,0,0.333,0,0
20,GJGK,7839,566,0,21,50,0,0,3,3,2,3,0,0.146,0.014,0.99,10,3626.47,4,3,0,3,4,5,0,1,0,1,0,0,0,0,0.333,0.333,0,0.333,0,0.117
71,HJKHK,7840,537,0,47,38,0,1,4,2,4,5,0,0.127,0.01,0.99,20,50881.51,3,3,1,3,4,3,0,1,0,0,0,0,1,0.333,0,0,0.333,0.333,0,0.023
20,DXC,7841,706,0,46,41,0,1,7,1,2,3,0,0.124,0.007,1.09,18,149170.25,4,1,1,2,1,4,1,0,0,0,0,1,0,0,0.333,0,0.333,0.333,0,0.998
31,BN,7842,734,1,43,59,0,1,7,4,4,3,0,0.138,0.012,1.04,18,182505.68,4,4,1,2,4,4,0,1,0,0,1,0,0,0,0,0.333,0.333,0.333,0,0
125,ABC,7843,586,0,36,56,0,0,5,1,1,1,0.333,0.17,0.024,0.82,21,194072.56,4,3,0,2,1,1,1,0,0,0,1,0,0,0.333,0.333,0,0,0,0.333,0.979
106,DEF,7844,612,0,38,54,0,1,1,4,2,2,0.333,0.135,0.012,1.07,10,9209.21,5,5,0,2,2,3,0,0,1,0,1,0,0,0.333,0,0.333,0,0,0.333,0.003
128,GHI,7845,648,1,34,57,0,1,0,2,3,2,0.333,0.185,0.024,0.98,17,167931.81,4,3,1,2,2,2,0,0,1,0,0,0,1,0,0.333,0.333,0,0,0.333,0.02
104,JKL,7846,557,0,27,41,0,1,3,3,3,1,0.333,0.127,0.011,0.94,20,123096.56,4,3,0,3,5,2,0,0,1,1,0,0,0,0.333,0,0,0.333,0,0.333,0.009
54,PQR,7847,643,0,20,35,0,1,0,2,3,2,0.333,0.156,0.017,0.99,7,3965.69,5,3,1,2,3,2,0,1,0,0,1,0,0,0,0.333,0,0.333,0,0.333,0.014
147,TSY,7848,433,0,49,44,0,0,10,2,2,3,0.333,0.157,0.016,1.07,13,87711.61,2,4,1,1,3,3,0,1,0,0,0,1,0,0,0,0.333,0.333,0,0.333,0.014
12,UJH,7849,643,1,41,53,0,0,7,3,2,2,0.333,0.138,0.014,0.96,8,49667.28,2,5,0,1,5,3,0,1,0,0,1,0,0,0.333,0,0,0,0.333,0.333,0.004
80,GJGK,7850,488,0,36,55,0,0,0,5,4,1,0.333,0.138,0.012,0.97,6,136675.22,2,5,0,2,4,5,0,1,0,0,0,1,0,0,0.333,0,0,0.333,0.333,0
23,HJKHK,7851,758,1,68,41,1,0,6,1,2,2,0.333,0.141,0.014,0.95,7,35865.44,5,1,0,1,5,3,1,0,0,0,0,1,0,0,0,0.333,0,0.333,0.333,0.984
20,DXC,7852,743,1,39,42,0,0,3,3,4,5,0.333,0.09,0,1.13,5,26136.13,4,5,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0.333,0.333,0.333,0.004
9,BN,7853,730,0,47,50,0,1,7,3,2,5,0,0.191,0.024,1.06,9,33373.26,5,1,0,1,2,3,0,1,0,0,0,1,0,0.25,0.25,0.25,0.25,0,0,0.992
84,ABC,7854,746,1,49,57,0,0,7,4,3,2,0,0.17,0.019,1.02,14,10096.25,5,5,0,2,1,1,0,1,0,0,0,0,1,0.25,0.25,0.25,0,0.25,0,0.001
143,DEF,7855,666,0,59,37,0,1,8,4,4,5,0,0.15,0.015,0.98,16,188782.3,5,3,1,2,1,2,1,0,0,0,0,1,0,0.25,0.25,0,0.25,0.25,0,0.012
70,GHI,7856,580,0,33,60,0,1,7,2,4,2,0,0.153,0.015,1.08,23,79775.19,5,4,1,1,5,2,0,0,1,0,0,1,0,0.25,0,0.25,0.25,0.25,0,0.001
77,JKL,7857,850,1,27,40,0,1,6,2,2,2,0,0.152,0.014,1.05,16,152740.16,4,5,1,3,2,1,1,0,0,1,0,0,0,0,0.25,0.25,0.25,0.25,0,0.01
19,PQR,7858,563,1,22,58,0,1,3,3,3,2,0.25,0.177,0.023,0.97,7,5791.85,4,3,0,1,3,4,0,0,1,0,0,1,0,0.25,0.25,0.25,0,0,0.25,0.008
56,TSY,7859,766,0,28,51,0,1,3,3,5,2,0.25,0.17,0.023,0.86,21,13182.43,3,3,0,1,2,2,0,1,0,0,0,1,0,0.25,0.25,0,0.25,0,0.25,0.005
59,UJH,7860,659,1,32,38,0,0,9,2,3,2,0.25,0.154,0.017,1.04,13,187551.24,4,3,1,2,1,3,0,1,0,0,0,1,0,0.25,0,0.25,0.25,0,0.25,0.011
9,GJGK,7861,607,1,28,56,0,1,1,3,5,4,0.25,0.179,0.022,1,11,110560.14,2,5,0,2,2,1,0,0,1,1,0,0,0,0,0.25,0.25,0.25,0,0.25,0
13,HJKHK,7862,644,1,35,49,0,0,5,3,5,4,0.25,0.163,0.021,0.83,12,63795.62,5,3,0,2,2,4,1,0,0,0,0,0,1,0.25,0.25,0,0,0.25,0.25,0.008
147,DXC,7863,746,1,47,35,0,0,8,3,2,5,0.25,0.153,0.016,1.03,23,62086.62,3,4,0,2,1,5,0,1,0,1,0,0,0,0.25,0,0.25,0,0.25,0.25,0.03
106,BN,7864,588,1,33,36,0,1,2,3,5,2,0.25,0.164,0.019,0.93,22,12483.56,4,3,1,3,3,4,1,0,0,0,0,1,0,0,0.25,0.25,0,0.25,0.25,0.008
84,ABC,7865,691,1,30,52,0,0,9,2,3,3,0.25,0.129,0.012,0.89,10,10963.04,4,5,0,3,2,4,1,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.25,0.001
110,DEF,7866,666,0,38,55,0,1,6,4,3,1,0.25,0.14,0.012,1.01,20,8247,2,3,1,2,3,1,1,0,0,1,0,0,0,0,0.25,0,0.25,0.25,0.25,0.002
100,GHI,7867,640,0,46,45,0,0,3,2,2,3,0.25,0.138,0.013,0.97,15,156260.08,3,5,1,3,2,2,0,0,1,0,1,0,0,0,0,0.25,0.25,0.25,0.25,0.029
72,JKL,7868,611,0,29,49,0,0,4,3,4,1,0,0.172,0.02,1.01,18,26927.69,4,5,1,2,4,3,1,0,0,0,0,1,0,0.2,0.2,0.2,0.2,0.2,0,0
58,PQR,7869,651,0,45,38,0,0,8,3,1,2,0.2,0.181,0.023,0.96,15,84782.42,5,1,1,3,1,4,0,0,1,1,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0.998
2,TSY,7870,529,0,29,41,0,0,8,3,4,5,0.2,0.171,0.022,0.94,15,19842.11,3,5,0,2,3,5,0,0,1,0,1,0,0,0.2,0.2,0.2,0,0.2,0.2,0.001
28,UJH,7871,676,0,36,60,0,1,3,2,3,3,0.2,0.153,0.018,0.88,25,95393.43,5,4,0,3,3,2,0,0,1,1,0,0,0,0.2,0.2,0,0.2,0.2,0.2,0.002
51,GJGK,7872,639,0,46,56,0,0,10,4,5,4,0.2,0.156,0.018,0.97,24,133995.59,2,4,0,2,4,2,0,0,1,0,1,0,0,0.2,0,0.2,0.2,0.2,0.2,0.002
38,HJKHK,7873,782,1,36,37,0,1,5,3,2,2,0.2,0.161,0.018,0.98,15,108003.38,4,5,0,1,5,3,0,0,1,1,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.009
130,DXC,7874,641,1,32,48,0,0,5,5,2,2,0.167,0.173,0.022,0.91,25,99154.86,5,3,1,2,5,1,1,0,0,0,0,1,0,0.167,0.167,0.167,0.167,0.167,0.167,0.019
100,BN,7875,697,0,38,37,0,0,1,2,2,3,0,0.139,0.01,1.33,13,49503.5,5,4,0,3,4,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0.026
101,ABC,7876,623,1,45,46,0,1,0,1,2,4,0,0.143,0.01,1.17,5,196533.72,4,1,0,1,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0.991
127,DEF,7877,494,0,41,49,0,0,2,2,1,4,0,0.173,0.018,1.3,23,188426.13,3,1,0,3,5,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0.997
82,GHI,7878,731,0,38,40,0,1,10,2,2,4,0,0.096,-0.002,1.39,16,171340.68,4,1,0,1,5,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0.968
6,JKL,7879,657,1,44,38,0,1,6,5,4,4,0,0.096,0.001,1.04,11,79071.89,4,5,0,2,4,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0.002
148,PQR,7880,744,0,38,59,0,0,9,5,2,5,1,0.07,-0.005,1.1,13,20940.76,2,5,0,1,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0.001
80,TSY,7881,774,1,46,48,0,0,9,3,4,4,0,0.195,0.026,0.97,23,34774.26,4,3,0,1,2,1,0,1,0,0,1,0,0,0.5,0.5,0,0,0,0,0.034
9,UJH,7882,850,0,45,44,0,1,1,3,1,2,0,0.164,0.016,1.32,9,6865.41,3,2,1,3,1,3,0,1,0,1,0,0,0,0.5,0,0.5,0,0,0,0.992
101,GJGK,7883,551,0,45,35,0,1,6,4,4,5,0,0.185,0.022,1.06,11,51143.43,4,3,0,1,4,1,0,0,1,0,0,0,1,0,0.5,0.5,0,0,0,0.013
56,HJKHK,7884,638,1,36,49,0,1,6,2,2,1,0,0.15,0.015,1.05,5,47031.4,5,2,0,1,5,5,0,1,0,0,1,0,0,0.5,0,0,0.5,0,0,0.979
88,DXC,7885,792,0,42,58,0,1,0,2,5,1,0,0.159,0.015,1.17,17,47160.01,5,5,1,2,1,3,0,0,1,0,0,0,1,0,0.5,0,0.5,0,0,0.005
118,BN,7886,666,0,36,48,0,1,8,3,4,5,0,0.17,0.018,1.16,23,158666.99,2,4,0,1,1,4,1,0,0,0,0,0,1,0,0,0.5,0.5,0,0,0.002
24,ABC,7887,716,0,30,53,0,0,2,2,5,2,0,0.14,0.011,1.09,8,65464.66,5,3,1,1,3,4,0,1,0,1,0,0,0,0.5,0,0,0,0.5,0,0.007
61,DEF,7888,594,0,31,48,0,1,0,4,3,2,0,0.123,0.008,1.01,21,78255.86,3,3,0,1,5,4,1,0,0,0,0,1,0,0,0.5,0,0,0.5,0,0.008
80,GHI,7889,600,1,57,52,0,1,9,2,3,3,0,0.145,0.013,1.07,8,103548.25,5,4,1,2,5,5,0,1,0,0,1,0,0,0,0,0.5,0,0.5,0,0.008
51,JKL,7890,565,1,49,59,0,0,7,4,2,2,0,0.09,-0.001,1.15,25,89609.26,2,4,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0.003
52,PQR,7891,678,1,48,52,0,1,2,5,3,1,0.5,0.118,0.009,0.97,25,193476.04,5,4,1,3,1,2,1,0,0,1,0,0,0,0.5,0,0,0,0,0.5,0.009
28,TSY,7892,648,0,31,45,0,0,5,4,3,4,0.5,0.154,0.017,0.99,25,5199.02,2,5,0,3,4,3,1,0,0,0,1,0,0,0,0.5,0,0,0,0.5,0
6,UJH,7893,642,1,40,39,0,0,8,5,2,3,0.5,0.138,0.013,1.04,19,52827.51,5,4,0,2,2,3,0,1,0,1,0,0,0,0,0,0.5,0,0,0.5,0.001
97,GJGK,7894,706,1,67,54,1,0,1,3,1,1,0.5,0.101,0.003,1.12,9,86507.88,5,3,0,3,4,2,1,0,0,0,1,0,0,0,0,0,0.5,0,0.5,0.947
86,HJKHK,7895,668,1,43,44,0,0,10,2,2,1,0.5,0.093,0.001,1.01,13,100423.88,4,4,1,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0.035
71,DXC,7896,635,1,41,36,0,1,1,4,5,1,0,0.192,0.024,1.08,7,175611.5,5,5,1,1,3,1,0,0,1,0,1,0,0,0.333,0.333,0.333,0,0,0,0.003
137,BN,7897,603,1,30,56,0,1,6,4,3,3,0,0.183,0.023,0.98,20,19282.85,2,3,0,3,2,1,0,0,1,1,0,0,0,0.333,0.333,0,0.333,0,0,0.003
14,ABC,7898,635,0,72,60,1,0,4,2,4,5,0,0.164,0.017,1.14,20,27448.33,4,5,1,3,5,1,0,0,1,0,0,1,0,0.333,0,0.333,0.333,0,0,0.002
22,DEF,7899,642,0,40,47,0,1,7,2,5,2,0,0.184,0.022,1.07,18,183963.34,4,5,1,2,5,1,1,0,0,0,1,0,0,0,0.333,0.333,0.333,0,0,0.005
149,GHI,7900,785,0,54,44,0,1,1,2,2,2,0,0.147,0.015,0.95,5,45113.92,3,3,1,3,5,2,1,0,0,0,0,0,1,0.333,0.333,0,0,0.333,0,0.814
149,JKL,7901,628,0,28,40,0,0,3,5,2,3,0,0.168,0.017,1.17,9,110776.01,2,5,1,3,4,1,0,1,0,0,0,0,1,0.333,0,0.333,0,0.333,0,0
32,PQR,7902,499,0,38,43,0,0,9,4,3,1,0,0.146,0.014,0.99,11,183042.2,5,3,0,2,4,3,1,0,0,0,1,0,0,0,0.333,0.333,0,0.333,0,0.001
56,TSY,7903,567,1,34,45,0,1,10,4,4,3,0,0.127,0.01,0.99,19,161571.79,2,4,0,2,4,3,0,0,1,0,0,1,0,0.333,0,0,0.333,0.333,0,0
5,UJH,7904,449,1,32,43,0,1,0,3,3,5,0,0.124,0.007,1.09,12,166692.03,3,5,1,3,4,2,0,1,0,1,0,0,0,0,0.333,0,0.333,0.333,0,0.002
2,GJGK,7905,701,1,35,45,0,0,10,5,3,2,0,0.138,0.012,1.04,15,71173.64,3,4,1,3,4,2,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0,0
96,HJKHK,7906,613,1,37,48,0,0,3,2,4,4,0.333,0.17,0.024,0.82,21,5353.12,2,4,1,2,3,3,0,0,1,0,1,0,0,0.333,0.333,0,0,0,0.333,0.001
53,DXC,7907,683,0,39,59,0,1,2,4,5,4,0.333,0.135,0.012,1.07,18,86019.48,3,3,1,1,4,4,1,0,0,0,0,0,1,0.333,0,0.333,0,0,0.333,0.005
73,BN,7908,581,1,35,58,0,1,4,4,4,5,0.333,0.185,0.024,0.98,15,86383.82,4,4,1,2,4,4,0,1,0,0,0,0,1,0,0.333,0.333,0,0,0.333,0
7,ABC,7909,620,1,61,38,0,1,5,2,1,2,0.333,0.127,0.011,0.94,19,31641.52,3,1,0,1,1,3,1,0,0,0,0,1,0,0.333,0,0,0.333,0,0.333,0.997
72,DEF,7910,561,1,28,42,0,0,6,5,4,2,0.333,0.156,0.017,0.99,24,70548.96,5,5,0,3,5,4,0,1,0,1,0,0,0,0,0.333,0,0.333,0,0.333,0
103,GHI,7911,558,1,26,41,0,0,1,3,2,5,0.333,0.157,0.016,1.07,18,24411.02,2,4,1,2,1,4,1,0,0,0,1,0,0,0,0,0.333,0.333,0,0.333,0.004
8,JKL,7912,642,1,35,43,0,1,2,3,2,2,0.333,0.138,0.014,0.96,12,122254.86,5,4,0,3,1,3,1,0,0,0,1,0,0,0.333,0,0,0,0.333,0.333,0.007
68,PQR,7913,805,1,24,52,0,0,6,4,3,4,0.333,0.138,0.012,0.97,15,186035.72,2,5,1,2,2,1,0,0,1,0,0,0,1,0,0.333,0,0,0.333,0.333,0
36,TSY,7914,687,1,35,37,0,1,9,4,2,4,0.333,0.141,0.014,0.95,20,73133.82,4,3,1,3,1,5,1,0,0,0,0,0,1,0,0,0.333,0,0.333,0.333,0.019
64,UJH,7915,695,1,56,60,0,0,1,2,1,4,0.333,0.09,0,1.13,5,187734.49,3,1,0,3,1,3,1,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.995
46,GJGK,7916,562,1,33,54,0,1,6,4,3,2,0,0.191,0.024,1.06,20,111590.35,3,3,0,2,5,3,0,0,1,0,1,0,0,0.25,0.25,0.25,0.25,0,0,0.005
131,HJKHK,7917,613,1,38,41,0,1,9,4,3,1,0,0.17,0.019,1.02,16,15859.95,2,3,1,2,1,1,0,1,0,1,0,0,0,0.25,0.25,0.25,0,0.25,0,0.003
98,DXC,7918,589,1,37,40,0,0,5,3,5,1,0,0.15,0.015,0.98,22,61324.87,2,4,1,1,3,1,1,0,0,0,0,0,1,0.25,0.25,0,0.25,0.25,0,0
113,BN,7919,593,1,31,47,0,1,8,4,5,1,0,0.153,0.015,1.08,11,176868.89,3,4,0,2,1,3,0,1,0,0,0,0,1,0.25,0,0.25,0.25,0.25,0,0.001
148,ABC,7920,714,1,34,42,0,1,5,3,4,3,0,0.152,0.014,1.05,5,98896.06,4,4,1,3,3,5,0,0,1,1,0,0,0,0,0.25,0.25,0.25,0.25,0,0.001
65,DEF,7921,588,0,35,58,0,1,7,3,4,4,0.25,0.177,0.023,0.97,6,108739.15,2,4,1,1,3,1,0,0,1,1,0,0,0,0.25,0.25,0.25,0,0,0.25,0
99,GHI,7922,679,1,39,37,0,0,6,4,3,1,0.25,0.17,0.023,0.86,13,12266.06,4,5,1,1,5,3,0,1,0,0,0,1,0,0.25,0.25,0,0.25,0,0.25,0.003
118,JKL,7923,730,1,38,53,0,0,5,3,3,5,0.25,0.154,0.017,1.04,21,163317.5,2,3,0,3,1,3,0,1,0,0,1,0,0,0.25,0,0.25,0.25,0,0.25,0
124,PQR,7924,833,1,47,40,0,1,2,5,4,2,0.25,0.179,0.022,1,23,182247.77,4,5,1,1,3,2,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0,0.25,0
20,TSY,7925,586,0,33,36,0,1,7,5,2,4,0.25,0.163,0.021,0.83,8,168261.4,2,3,0,3,2,2,1,0,0,0,1,0,0,0.25,0.25,0,0,0.25,0.25,0.011
50,UJH,7926,567,0,54,37,0,0,5,3,1,5,0.25,0.153,0.016,1.03,12,158590.66,3,3,1,3,5,1,0,0,1,0,0,0,1,0.25,0,0.25,0,0.25,0.25,0.984
5,GJGK,7927,637,1,30,40,0,0,1,1,2,5,0.25,0.164,0.019,0.93,22,102566.46,3,1,1,1,3,3,0,1,0,0,1,0,0,0,0.25,0.25,0,0.25,0.25,0.999
142,HJKHK,7928,711,1,38,40,0,0,4,5,3,1,0.25,0.129,0.012,0.89,19,141827.83,2,3,0,2,4,4,0,0,1,0,0,1,0,0.25,0,0,0.25,0.25,0.25,0.001
137,DXC,7929,828,1,30,50,0,0,4,3,2,3,0.25,0.14,0.012,1.01,10,161671.15,5,3,0,2,1,3,0,0,1,0,1,0,0,0,0.25,0,0.25,0.25,0.25,0.044
53,BN,7930,500,1,38,54,0,1,7,5,5,2,0.25,0.138,0.013,0.97,13,192013.23,2,4,0,2,4,2,0,0,1,0,1,0,0,0,0,0.25,0.25,0.25,0.25,0
61,ABC,7931,807,1,47,42,0,1,1,5,2,3,0,0.172,0.02,1.01,22,127875.1,3,4,1,2,1,3,1,0,0,1,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0.021
117,DEF,7932,850,1,40,60,0,0,8,5,5,1,0.2,0.181,0.023,0.96,11,60811.56,4,5,0,1,5,5,1,0,0,0,0,1,0,0.2,0.2,0.2,0.2,0,0.2,0.003
14,GHI,7933,782,0,70,50,1,1,7,3,2,5,0.2,0.171,0.022,0.94,8,131177.22,2,5,1,3,3,3,0,0,1,0,0,0,1,0.2,0.2,0.2,0,0.2,0.2,0.009
140,JKL,7934,629,1,31,42,0,1,6,4,5,3,0.2,0.153,0.018,0.88,6,130862.11,3,5,0,3,2,3,0,0,1,0,0,0,1,0.2,0.2,0,0.2,0.2,0.2,0.001
140,PQR,7935,582,1,33,53,0,0,6,3,2,5,0.2,0.156,0.018,0.97,20,72970.93,3,4,1,1,1,3,0,1,0,0,0,0,1,0.2,0,0.2,0.2,0.2,0.2,0.003
23,TSY,7936,468,1,22,51,0,0,2,2,3,2,0.2,0.161,0.018,0.98,9,28123.99,5,3,1,2,2,4,0,0,1,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2,0.002
107,UJH,7937,670,1,36,51,0,1,3,1,2,4,0.167,0.173,0.022,0.91,17,140754.19,5,2,1,2,2,3,0,1,0,0,0,0,1,0.167,0.167,0.167,0.167,0.167,0.167,0.995
130,GJGK,7938,805,1,39,54,0,0,2,3,4,3,0,0.139,0.01,1.33,6,166650.32,4,5,1,3,5,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0.005
81,HJKHK,7939,720,1,26,39,0,1,10,4,3,1,0,0.143,0.01,1.17,25,45507.24,5,4,1,3,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0.003
35,DXC,7940,781,0,29,36,0,0,6,3,4,3,0,0.173,0.018,1.3,17,112202.64,5,5,1,2,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0.004
147,BN,7941,592,1,33,47,0,1,2,5,3,4,0,0.096,-0.002,1.39,7,37140.2,3,3,1,3,2,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0.003
105,ABC,7942,542,0,42,38,0,1,1,1,2,3,0,0.096,0.001,1.04,12,178256.58,4,1,0,2,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0.991
112,DEF,7943,532,1,42,44,0,1,1,3,1,3,1,0.07,-0.005,1.1,20,100982.93,5,3,1,3,5,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0.962
2,GHI,7944,520,0,39,48,0,0,1,2,1,4,0,0.195,0.026,0.97,11,109626.13,5,1,1,2,5,1,1,0,0,0,0,0,1,0.5,0.5,0,0,0,0,0.997
83,JKL,7945,759,0,45,50,0,1,8,2,3,3,0,0.164,0.016,1.32,8,99251.24,4,4,0,1,1,4,0,1,0,0,0,1,0,0.5,0,0.5,0,0,0,0.003
49,PQR,7946,473,0,35,44,0,0,6,3,3,1,0,0.185,0.022,1.06,12,143345.69,3,4,0,1,2,5,1,0,0,1,0,0,0,0,0.5,0.5,0,0,0,0.002
150,TSY,7947,639,0,35,41,0,1,5,4,5,3,0,0.15,0.015,1.05,5,59653.03,3,5,1,2,5,5,0,0,1,0,0,1,0,0.5,0,0,0.5,0,0,0.001
36,UJH,7948,705,1,25,53,0,0,3,4,2,1,0,0.159,0.015,1.17,17,196864.61,5,4,1,1,5,1,0,1,0,0,1,0,0,0,0.5,0,0.5,0,0,0.006
12,GJGK,7949,530,1,52,51,0,1,1,2,2,2,0,0.17,0.018,1.16,7,109960.4,4,1,0,2,3,1,0,0,1,1,0,0,0,0,0,0.5,0.5,0,0,0.987
48,HJKHK,7950,516,0,33,56,0,1,10,5,2,2,0,0.14,0.011,1.09,22,127256.7,5,4,0,2,3,2,1,0,0,0,0,1,0,0.5,0,0,0,0.5,0,0.007
77,DXC,7951,850,0,40,37,0,1,0,5,4,2,0,0.123,0.008,1.01,17,1099.95,2,4,0,1,5,2,0,1,0,0,0,1,0,0,0.5,0,0,0.5,0,0.004
109,BN,7952,746,0,33,54,0,0,2,5,5,5,0,0.145,0.013,1.07,17,146192.4,3,5,1,3,1,5,0,0,1,0,0,0,1,0,0,0.5,0,0.5,0,0
150,ABC,7953,622,1,33,40,0,1,3,5,3,5,0,0.09,-0.001,1.15,21,48553.77,3,3,1,2,3,4,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0
24,DEF,7954,743,1,30,55,0,0,7,4,4,3,0.5,0.118,0.009,0.97,19,144407.1,3,3,1,2,3,4,0,1,0,1,0,0,0,0.5,0,0,0,0,0.5,0
